,Education,Marital_Status,Income,Children,Recency,Total_spent,Total_no_purchase,TotalAcceptedCmp,Complain,Response,Age,Labels
474,3,1,60093.0,1,92,735,21,0,0,0,47,1
475,3,1,14045.0,1,24,20,5,0,0,0,52,0
476,1,0,28457.0,0,96,205,10,0,0,0,69,0
477,2,1,78952.0,1,11,2092,21,0,0,0,63,1
478,3,0,46310.0,1,99,309,14,0,0,0,45,0
479,3,1,76005.0,0,72,1722,22,1,0,0,66,1
480,1,0,58308.0,1,77,900,15,0,0,0,57,1
481,2,0,55614.0,0,85,682,20,1,0,0,77,1
482,1,0,59432.0,1,88,663,22,0,0,0,59,1
483,3,0,55563.0,1,22,43,6,0,0,0,43,0
484,2,1,78642.0,1,83,1816,18,0,0,0,50,1
485,2,1,67911.0,1,63,976,27,0,0,0,72,1
486,3,1,65275.0,0,9,746,21,0,0,0,77,1
487,3,1,27203.0,2,92,64,6,0,0,0,71,0
488,1,1,48330.0,1,2,32,5,0,0,0,60,0
489,0,1,24279.0,0,6,263,9,0,0,0,31,0
490,2,1,64355.0,1,66,1445,21,0,0,0,36,1
491,1,1,50943.0,1,49,46,5,0,0,0,65,0
492,3,0,53653.0,0,29,1210,28,0,0,0,68,1
493,3,1,65665.0,1,77,945,24,0,0,0,45,1
494,3,0,81217.0,0,77,1157,22,0,0,0,32,1
495,3,1,34935.0,0,71,137,8,0,0,0,29,0
496,3,0,61250.0,1,49,730,25,0,0,0,62,1
497,2,1,39665.0,1,97,216,12,1,0,0,40,0
498,3,0,60152.0,1,6,943,23,0,0,0,42,1
499,3,1,48920.0,2,93,347,16,1,0,0,57,0
500,1,1,89120.0,0,78,1924,19,1,0,0,62,1
501,2,1,44124.0,1,62,397,17,0,0,0,75,1
502,1,0,81169.0,0,47,2089,22,0,0,0,46,1
503,3,1,36443.0,2,9,138,11,0,0,0,60,0
504,3,0,26095.0,1,77,42,5,0,0,0,31,0
505,3,1,71367.0,0,24,777,17,0,0,0,62,1
506,1,1,80184.0,0,19,1902,20,2,0,0,77,1
507,3,0,30630.0,2,67,52,7,0,0,0,56,0
508,1,0,73454.0,0,95,1651,13,1,0,0,34,1
509,3,1,42691.0,0,48,358,13,0,0,0,30,0
510,3,1,70503.0,0,73,1727,16,2,0,0,68,1
511,3,1,25545.0,1,35,210,10,1,0,1,34,2
512,3,1,32880.0,1,76,42,5,0,0,0,35,0
513,2,1,77863.0,0,20,1291,20,0,0,0,63,1
514,1,1,50353.0,0,72,442,15,0,0,0,44,0
515,3,0,61839.0,0,20,1895,17,0,0,0,57,1
516,2,1,49154.0,2,69,411,19,0,0,0,61,0
517,1,0,47682.0,1,80,521,19,0,0,0,46,0
518,3,0,72679.0,1,65,1168,17,0,0,0,52,1
519,1,1,57954.0,2,52,493,23,1,0,0,44,1
520,3,1,65316.0,2,65,260,12,0,0,0,59,0
521,3,0,28567.0,1,57,46,7,0,0,0,39,0
522,1,1,47352.0,1,70,319,16,0,0,0,70,0
523,3,1,44931.0,1,0,96,7,0,0,0,54,0
524,3,0,76982.0,0,19,1062,16,2,0,1,54,2
525,1,1,57247.0,1,50,232,12,0,0,0,69,0
526,1,0,22944.0,1,67,76,9,0,0,0,40,0
527,1,1,25315.0,1,46,54,9,0,0,0,44,0
528,3,0,43638.0,1,37,201,11,0,0,0,52,0
529,2,0,42710.0,1,38,406,14,0,0,0,37,0
530,2,1,84169.0,0,9,1919,20,3,0,1,39,2
531,3,1,54058.0,1,56,662,20,0,0,0,45,1
532,1,1,24683.0,1,98,41,8,0,0,0,31,0
533,3,0,85620.0,0,68,1600,14,1,0,1,57,2
534,3,1,47850.0,1,72,134,8,0,0,0,41,0
535,3,1,19514.0,2,47,69,10,2,0,1,53,2
536,1,1,27159.0,2,33,21,6,0,0,0,48,0
537,1,0,39548.0,2,87,54,7,0,0,0,58,0
538,3,0,21474.0,1,0,91,8,2,0,1,32,2
539,2,0,60504.0,1,73,526,18,0,0,0,50,1
540,3,1,22419.0,0,74,162,8,0,0,0,58,0
541,1,1,81698.0,0,4,1008,25,1,0,1,72,2
542,3,1,43462.0,2,50,240,16,0,0,0,69,0
543,2,0,54880.0,1,57,795,21,0,0,0,43,1
544,3,1,79908.0,0,30,1772,19,1,0,0,39,1
545,1,1,15315.0,0,27,64,8,0,0,0,51,0
546,3,1,87771.0,1,61,1957,20,5,0,1,62,2
547,3,1,33039.0,1,4,78,7,0,0,0,43,0
548,3,0,81741.0,0,75,1572,19,0,0,0,41,1
549,1,1,71499.0,1,12,795,26,0,0,0,50,1
550,1,1,62466.0,1,13,889,26,0,0,0,51,1
551,2,0,48799.0,1,9,331,15,0,0,0,58,0
552,2,1,52157.0,1,48,265,12,0,0,0,71,0
553,3,0,66565.0,1,80,1065,19,0,0,0,59,1
554,1,1,29298.0,2,60,11,4,0,0,0,70,0
555,3,0,47691.0,1,43,21,4,0,0,0,42,0
556,3,1,38200.0,2,19,17,4,0,0,0,51,0
557,3,1,44989.0,1,26,369,16,0,0,0,47,0
558,2,1,38443.0,2,58,38,6,0,0,0,53,0
559,1,0,38593.0,1,42,177,11,0,0,0,43,0
560,2,1,64413.0,1,27,279,12,0,0,0,51,0
561,1,1,36959.0,1,56,62,7,0,0,0,40,0
562,2,1,61996.0,1,27,1230,21,4,0,1,44,2
563,3,1,51287.0,2,10,182,11,0,0,0,53,0
564,3,1,13260.0,2,48,49,10,0,0,0,51,0
565,2,1,47472.0,2,39,75,8,0,0,0,55,0
566,1,1,54603.0,2,85,227,16,0,0,0,65,0
567,2,1,45207.0,2,64,215,15,1,0,0,47,0
568,3,1,40689.0,1,69,444,20,0,0,0,70,1
569,1,1,47821.0,2,54,47,5,0,0,0,54,0
570,1,1,27450.0,0,57,143,7,0,0,0,70,0
571,3,1,39453.0,1,64,55,7,0,0,0,38,0
572,1,1,26850.0,2,10,63,11,0,0,0,50,0
573,3,0,79800.0,0,65,1867,22,4,0,1,66,2
574,1,1,61794.0,1,74,611,20,0,0,0,60,1
575,3,1,53863.0,1,4,473,18,1,0,0,66,1
576,3,1,24221.0,0,94,55,6,0,0,0,62,0
577,2,0,39684.0,1,41,81,7,1,1,1,37,3
578,1,1,92163.0,0,25,2086,21,3,0,1,46,2
579,1,0,69882.0,0,94,1478,20,0,0,0,56,1
580,3,1,33178.0,1,9,49,5,0,0,0,44,0
581,2,1,59973.0,0,47,382,15,0,0,0,49,1
582,1,1,17459.0,1,12,69,9,1,0,1,46,2
583,3,0,23910.0,1,80,67,6,0,0,0,52,0
584,1,1,42169.0,2,20,30,6,0,0,0,52,0
585,1,1,26224.0,1,39,63,9,0,0,0,43,0
586,3,1,31089.0,1,57,79,10,0,0,0,40,0
587,3,0,30081.0,1,27,42,5,0,0,0,60,0
588,3,1,62807.0,1,83,819,23,0,0,0,61,1
589,3,0,72906.0,0,79,1151,17,0,0,0,66,1
590,2,1,61467.0,2,69,594,20,0,0,0,73,1
591,1,1,49618.0,2,77,129,11,0,0,0,55,0
592,1,0,21888.0,1,15,213,12,1,0,1,35,2
593,3,0,42429.0,1,99,67,7,0,0,0,48,0
594,3,0,26150.0,3,61,28,5,0,0,0,65,0
595,0,1,30801.0,1,23,45,6,0,0,0,46,0
596,3,1,81168.0,0,84,1193,18,1,0,0,56,1
597,1,0,26877.0,0,74,268,12,0,0,0,52,0
598,1,0,45006.0,0,90,266,12,0,0,0,77,0
599,0,1,18978.0,1,41,37,5,0,0,0,48,0
600,3,1,22574.0,3,28,37,7,0,0,0,54,0
601,2,0,48240.0,0,73,882,25,1,0,1,52,2
602,3,1,45837.0,2,88,373,18,0,0,0,47,0
603,1,0,35791.0,3,94,35,6,0,0,0,56,0
604,2,1,162397.0,2,31,107,1,0,0,0,45,0
605,3,0,54162.0,2,31,42,5,0,0,0,43,0
606,1,1,30522.0,1,6,326,17,0,0,0,61,0
607,2,1,54456.0,1,23,404,17,0,0,0,60,1
608,3,0,31632.0,0,92,95,6,0,0,0,50,0
609,3,0,72298.0,0,52,939,14,2,0,0,72,1
610,1,0,36975.0,1,50,33,5,0,0,0,43,0
611,1,1,72635.0,0,54,981,21,1,0,0,66,1
612,3,1,13624.0,1,93,36,7,0,0,0,45,0
613,3,0,84196.0,1,56,1237,20,0,0,0,46,1
614,3,1,70971.0,1,28,1825,34,1,0,1,61,2
615,2,0,34487.0,2,94,103,9,0,0,0,44,0
616,3,0,28769.0,1,76,191,12,0,0,0,44,0
617,2,1,69084.0,1,43,1586,25,0,0,0,51,1
618,2,1,65488.0,0,46,963,14,0,0,0,63,1
619,1,1,62466.0,1,13,889,26,0,0,0,51,1
620,1,0,32218.0,0,27,93,7,2,0,1,61,2
621,3,0,83917.0,0,12,1587,21,1,0,1,48,2
622,3,0,46102.0,3,3,16,4,0,0,0,59,0
623,3,0,84574.0,0,72,1375,32,0,0,0,69,1
624,3,1,56181.0,1,6,393,14,0,0,0,59,0
625,1,0,63120.0,1,53,1477,26,1,0,1,71,2
626,3,1,73691.0,1,58,1179,18,1,0,0,50,1
627,3,1,63381.0,1,78,1005,26,0,0,0,61,1
628,2,1,76140.0,0,57,1348,21,0,0,0,73,1
629,2,0,62859.0,1,37,1307,23,0,0,0,62,1
630,3,0,45906.0,1,20,486,15,1,0,0,57,0
631,1,1,77632.0,0,73,2252,13,3,0,1,74,2
632,2,1,46463.0,2,56,235,17,0,0,0,50,0
633,3,1,105471.0,0,36,1724,30,3,0,1,51,2
634,1,0,55282.0,1,9,235,11,0,0,0,51,0
635,1,1,78710.0,1,42,1092,28,0,0,0,44,1
636,3,1,66886.0,1,28,599,17,0,0,0,63,1
637,1,0,98777.0,0,23,2008,19,1,0,0,61,1
638,3,1,29103.0,1,38,48,6,0,0,0,36,0
639,3,1,67445.0,1,63,1174,32,0,0,0,47,1
640,2,1,50616.0,1,71,67,7,0,0,0,71,0
641,3,0,49431.0,1,9,365,15,0,0,0,66,0
642,3,0,153924.0,0,81,6,0,0,0,0,46,1
643,3,1,61278.0,1,87,165,10,0,0,0,68,0
644,1,1,26490.0,0,92,210,11,0,0,0,63,0
645,2,1,73059.0,1,36,1095,26,0,0,0,74,1
646,2,0,46734.0,3,86,223,12,1,0,0,55,0
647,3,1,56253.0,1,83,597,22,0,0,0,58,1
648,3,1,19986.0,1,74,22,4,0,0,0,36,0
649,3,0,58330.0,1,87,1064,24,0,0,0,46,1
650,0,1,25965.0,0,29,74,6,0,0,0,41,0
651,1,1,14661.0,0,88,26,5,0,0,0,65,0
652,3,1,18690.0,0,77,60,5,0,0,0,62,0
653,2,1,45068.0,1,25,20,4,0,0,0,47,0
654,0,0,21063.0,1,34,59,7,0,0,0,34,0
655,2,1,29187.0,1,43,34,5,0,0,0,53,0
656,1,1,54690.0,2,76,198,12,0,0,0,50,0
657,2,1,59304.0,1,81,1048,28,0,0,0,57,1
658,1,0,59247.0,2,87,574,21,0,0,0,59,1
659,3,0,66731.0,1,33,1029,17,0,0,0,51,1
660,3,1,77353.0,1,38,670,20,0,0,0,41,1
661,2,0,52614.0,1,63,990,16,0,0,0,46,1
662,3,1,26751.0,2,26,11,4,0,0,0,47,0
663,2,1,81300.0,1,17,1241,21,2,0,1,58,2
664,3,0,70337.0,0,75,576,17,0,0,0,42,1
665,1,1,36145.0,1,13,172,12,2,0,1,36,2
666,2,0,65295.0,0,19,664,20,0,0,0,41,1
667,3,0,68118.0,1,51,928,23,0,0,0,58,1
668,3,0,68743.0,0,81,2074,30,0,0,0,54,1
669,1,1,41039.0,0,32,467,15,0,0,0,39,0
670,3,1,38946.0,1,84,257,12,0,0,0,66,0
671,3,1,65777.0,0,87,1146,17,0,0,0,54,1
672,2,0,66476.0,1,99,689,20,0,0,0,45,1
673,2,0,86857.0,0,96,2114,22,1,0,1,49,2
674,2,1,160803.0,0,21,1717,44,0,0,0,39,1
675,2,1,77845.0,0,40,1346,21,2,0,0,32,1
676,2,1,69476.0,0,3,1044,15,0,0,0,52,1
677,2,0,50611.0,1,98,493,22,2,0,1,61,2
678,3,0,61209.0,0,73,957,13,0,0,0,51,1
679,1,1,42315.0,1,90,270,12,0,0,0,63,0
680,0,1,13084.0,0,29,29,5,0,0,0,69,0
681,1,0,47570.0,2,3,121,9,1,0,1,72,2
682,1,1,61923.0,2,94,126,8,0,0,0,60,0
683,3,0,34824.0,0,65,23,4,0,0,0,26,0
684,2,0,26518.0,2,33,57,8,1,0,1,72,2
685,3,0,45938.0,0,46,636,20,0,0,0,60,1
686,3,1,78468.0,0,29,1004,28,1,0,0,61,1
687,3,0,78901.0,1,99,734,20,0,0,0,48,1
688,3,1,71427.0,2,26,614,20,0,0,0,43,1
689,3,0,71022.0,1,30,1453,21,1,0,0,43,1
690,1,0,90247.0,0,27,1621,15,4,0,1,33,2
691,1,0,41335.0,1,24,187,12,0,0,0,53,0
692,3,1,71952.0,1,93,1443,22,2,0,0,35,1
693,2,0,35682.0,1,34,57,6,0,0,0,51,0
694,3,0,43185.0,1,88,637,20,0,0,0,70,1
695,2,1,66375.0,1,96,948,14,1,0,0,73,1
696,1,1,35178.0,1,10,59,5,2,0,1,50,2
697,3,1,25252.0,1,26,18,4,0,0,0,35,0
698,1,0,55250.0,1,49,903,26,0,0,0,56,1
699,3,0,33249.0,1,11,112,8,0,0,0,46,0
700,3,1,58398.0,0,44,596,20,0,0,0,68,1
701,3,1,50272.0,1,75,233,13,0,0,0,39,0
702,2,1,76618.0,0,64,1511,11,0,0,0,46,1
703,1,0,87305.0,0,19,1152,17,2,0,1,61,2
704,3,1,25851.0,1,45,48,7,0,0,0,43,0
705,3,0,58710.0,1,77,1185,31,0,0,0,51,1
706,3,0,45160.0,2,9,21,4,0,0,0,63,0
707,1,1,74806.0,1,1,965,16,0,0,0,56,1
708,3,1,59111.0,0,90,869,21,0,0,0,67,1
709,2,1,18988.0,1,43,16,6,0,0,0,37,0
710,3,1,72190.0,0,79,1947,16,0,0,0,56,1
711,3,1,7500.0,1,19,71,12,2,0,1,45,2
712,3,1,44794.0,1,99,65,6,0,0,0,55,0
713,3,1,80395.0,0,62,1380,24,1,0,0,66,1
714,1,0,75012.0,0,41,1027,23,0,0,0,45,1
715,1,1,56962.0,3,60,411,21,0,0,0,56,0
716,3,1,89891.0,0,17,836,26,1,0,0,30,1
717,2,0,35946.0,2,24,11,4,0,0,0,72,0
718,2,1,53593.0,2,60,480,23,0,0,0,68,1
719,3,1,66373.0,2,57,606,23,0,0,0,43,1
720,2,0,45072.0,3,74,284,16,0,0,0,73,0
721,3,0,89694.0,2,22,1472,14,3,0,0,48,2
722,3,1,72025.0,0,46,1677,26,4,0,1,72,2
723,3,1,67432.0,1,69,1335,19,0,0,0,48,1
724,1,1,70545.0,1,29,334,13,0,0,0,69,1
725,0,1,17487.0,1,37,18,4,0,0,0,32,0
726,3,1,62882.0,1,26,1338,20,0,0,0,52,1
727,2,0,64108.0,1,8,1099,30,0,0,0,68,1
728,1,1,34941.0,2,26,97,8,0,0,0,65,0
729,2,0,48767.0,3,79,63,9,0,0,0,71,0
730,1,1,38702.0,1,71,109,9,0,0,0,43,0
731,3,1,82224.0,0,83,902,21,1,0,0,57,1
732,3,1,83844.0,0,57,1574,20,1,0,0,69,1
733,1,1,17003.0,1,37,38,9,0,0,0,46,0
734,3,0,71163.0,0,30,960,24,0,0,0,26,1
735,3,0,33697.0,1,34,28,4,1,0,0,51,0
736,1,1,63564.0,0,0,1215,28,2,0,1,67,2
737,2,1,83443.0,0,89,1497,22,0,0,0,49,1
738,2,1,51518.0,1,92,449,17,0,0,0,63,1
739,3,0,58330.0,1,87,1064,24,0,0,0,46,1
740,3,1,80952.0,0,20,1757,25,4,0,1,52,2
741,3,1,75507.0,0,56,1440,21,0,0,0,42,1
742,1,1,63855.0,0,28,1006,24,0,0,0,43,1
743,2,1,62220.0,1,55,1226,23,1,0,1,49,2
744,3,1,58512.0,1,25,1171,20,0,0,0,57,1
745,1,1,40662.0,1,0,92,8,0,0,0,42,0
746,2,1,38829.0,1,86,99,8,0,0,0,62,0
747,1,1,35523.0,1,8,66,8,0,0,0,40,0
748,3,0,79146.0,2,33,564,19,0,0,0,54,1
749,1,1,78285.0,0,13,1427,21,0,0,0,33,1
750,2,0,31626.0,1,12,86,6,2,0,1,43,2
751,3,0,75127.0,0,92,833,19,0,0,0,69,1
752,3,1,48726.0,1,90,242,12,0,0,0,66,0
753,3,1,74985.0,0,8,1869,17,0,0,0,44,1
754,3,1,67430.0,0,6,1364,29,0,0,0,34,1
755,1,1,46891.0,1,91,183,8,0,0,0,56,0
756,1,1,62058.0,1,52,450,18,0,0,0,65,1
757,3,1,72063.0,1,3,758,21,0,0,0,42,1
758,2,1,78939.0,0,57,1507,20,0,0,0,70,1
759,3,0,42720.0,2,9,654,25,1,0,1,56,2
760,3,1,33622.0,2,22,81,9,0,0,0,49,0
761,2,1,6835.0,1,76,137,1,0,0,0,64,0
762,3,1,41452.0,2,86,16,4,0,0,0,68,0
763,2,0,40760.0,1,64,93,8,0,0,0,56,0
764,2,1,74250.0,0,90,1158,18,0,0,0,63,1
765,1,0,51124.0,2,79,43,6,0,0,0,66,0
766,3,0,72258.0,1,28,1525,22,0,0,0,50,1
767,2,0,71466.0,0,86,1230,19,0,0,0,47,1
768,3,1,36283.0,2,42,29,6,0,0,0,45,0
769,3,0,20587.0,1,39,25,5,0,0,0,51,0
770,3,1,30467.0,1,8,24,4,0,0,0,49,0
771,3,1,31590.0,1,40,38,5,0,0,0,49,0
772,0,1,20425.0,1,5,57,7,0,0,0,35,0
773,1,1,17144.0,2,96,47,12,0,0,0,61,0
774,2,0,42564.0,1,28,813,24,2,0,1,53,2
775,1,1,43783.0,1,22,629,22,1,0,0,43,1
776,3,0,40780.0,1,30,377,17,0,0,0,45,0
777,1,1,62847.0,0,45,1612,14,0,0,0,76,1
778,2,1,82017.0,0,58,729,17,4,0,1,64,2
779,3,0,16813.0,0,49,50,6,1,0,0,71,0
780,3,1,51267.0,2,37,270,15,0,0,0,43,0
781,3,0,46524.0,1,70,177,9,0,0,0,60,0
782,1,0,45183.0,0,33,315,13,1,0,0,59,0
783,2,1,70421.0,1,98,767,23,0,0,0,67,1
784,1,0,60161.0,1,17,1071,26,0,0,0,56,1
785,3,1,73926.0,0,54,1580,24,0,0,0,48,1
786,3,1,19329.0,1,39,60,10,0,0,0,53,0
787,1,1,61872.0,1,81,573,21,0,0,0,51,1
788,3,0,46984.0,2,71,41,5,0,0,0,65,0
789,3,1,34838.0,2,62,170,10,0,0,0,70,0
790,2,0,82716.0,0,8,1167,28,0,0,0,77,1
791,3,1,48192.0,0,76,1526,25,4,0,1,63,2
792,1,1,49681.0,2,66,458,21,0,0,0,45,0
793,1,1,56850.0,1,83,63,6,0,0,0,50,0
794,3,1,55267.0,1,28,405,17,0,0,0,64,1
795,3,1,59666.0,2,87,1027,20,1,0,0,49,1
796,3,0,72504.0,1,43,1478,22,0,0,0,49,1
797,3,1,26872.0,0,0,72,5,0,0,0,40,0
798,3,0,21359.0,1,1,48,7,1,0,1,49,2
799,3,0,73170.0,0,1,726,16,0,0,0,46,1
800,1,1,52750.0,1,72,860,27,0,0,0,66,1
801,2,1,91820.0,0,72,1497,22,0,0,0,35,1
802,2,1,65968.0,1,12,495,18,0,0,0,51,1
803,3,1,30772.0,2,89,20,4,0,0,0,45,0
804,3,0,22507.0,0,67,570,19,0,0,0,67,1
805,3,1,65685.0,1,54,769,21,0,0,0,49,1
806,1,1,25804.0,1,34,55,7,0,0,0,43,0
807,2,0,76412.0,0,15,1808,18,3,0,1,41,2
808,3,1,22063.0,1,43,55,7,0,0,0,49,0
809,3,0,57091.0,0,0,577,18,2,0,1,60,2
810,3,1,22419.0,0,74,162,8,0,0,0,58,0
811,3,1,87771.0,1,61,1957,20,5,0,1,62,2
812,1,0,78353.0,1,51,1576,24,0,0,0,62,1
813,3,1,93404.0,3,97,1616,17,2,0,0,67,1
814,3,0,37859.0,3,75,36,6,0,0,0,59,0
815,2,0,80995.0,1,83,1482,22,0,0,0,63,1
816,3,1,16529.0,1,23,22,5,0,0,0,37,0
817,2,0,55412.0,2,65,63,6,0,0,0,45,0
818,3,0,48789.0,0,94,680,18,0,0,0,29,1
819,2,1,56575.0,2,42,542,20,0,0,0,54,1
820,1,1,25130.0,1,10,50,7,0,0,0,41,0
821,3,1,35441.0,2,94,39,6,0,0,0,54,0
822,3,1,71391.0,1,50,1043,28,0,0,0,65,1
823,1,0,49494.0,1,46,385,14,0,0,0,49,0
824,3,0,81702.0,0,98,1633,27,0,0,0,41,1
825,1,0,45889.0,1,42,46,5,0,0,0,41,0
826,3,0,56628.0,1,30,761,20,1,0,0,44,1
827,3,1,34026.0,2,11,76,9,0,0,0,71,0
828,3,1,40049.0,1,61,290,14,0,0,0,47,0
829,3,0,34176.0,1,12,89,11,0,0,0,33,0
830,3,1,19419.0,1,76,70,11,0,0,0,40,0
831,1,1,82504.0,0,2,1066,17,0,0,0,61,1
832,3,1,81205.0,0,43,2009,19,4,0,1,51,2
833,1,0,61618.0,0,27,1345,19,0,0,0,30,1
834,1,0,55284.0,1,60,764,23,0,0,0,65,1
835,3,0,49980.0,1,79,195,11,0,0,0,58,0
836,3,1,15072.0,2,96,53,11,0,0,0,41,0
837,3,0,49166.0,1,17,368,13,0,0,0,47,0
838,2,1,65324.0,1,0,544,20,0,0,0,67,1
839,1,1,82347.0,0,38,1853,25,2,0,0,64,1
840,2,1,30843.0,2,43,35,6,1,0,0,55,0
841,2,1,46374.0,1,1,446,18,3,0,1,47,2
842,3,0,60474.0,1,25,1180,31,0,0,0,42,1
843,1,1,38576.0,1,2,41,5,0,0,0,48,0
844,3,1,55357.0,2,66,727,22,0,0,0,36,1
845,3,1,37758.0,2,49,40,6,0,0,0,55,0
846,1,1,85710.0,0,5,1062,26,1,0,0,32,1
847,3,1,23228.0,1,71,40,7,0,0,0,52,0
848,1,1,44602.0,2,35,292,17,0,0,0,52,0
849,3,1,7500.0,0,94,15,4,0,0,0,34,0
850,1,1,38683.0,1,80,341,17,0,0,0,32,0
851,1,0,49514.0,1,61,369,13,0,0,0,46,0
852,2,1,57906.0,1,29,401,17,0,0,0,48,0
853,1,0,43456.0,1,0,393,17,0,0,0,55,0
854,1,0,19485.0,2,80,10,4,0,0,0,35,0
855,3,1,53172.0,1,54,486,16,0,0,0,43,0
856,3,1,30545.0,1,71,69,7,0,0,0,42,0
857,2,1,70123.0,0,27,1727,17,2,0,0,38,1
858,3,0,62450.0,1,61,995,16,1,0,0,62,1
859,3,1,21675.0,1,55,45,10,0,0,0,45,0
860,1,0,42395.0,2,35,182,12,0,0,0,40,0
861,1,1,61346.0,1,34,989,23,0,0,0,43,1
862,3,1,80812.0,0,95,1677,18,3,0,0,68,1
863,1,0,42835.0,2,64,595,23,0,0,0,50,0
864,3,1,39922.0,1,30,156,9,0,0,0,38,0
865,1,0,86424.0,0,12,1226,28,0,0,0,65,1
866,1,1,17117.0,1,96,128,11,0,0,0,43,0
867,3,0,24762.0,1,16,86,9,2,0,1,49,2
868,3,1,35797.0,1,16,68,7,0,0,0,46,0
869,3,0,36627.0,2,78,16,4,0,0,0,46,0
870,1,1,51111.0,2,83,55,7,0,0,0,40,0
871,2,0,86857.0,0,96,2114,22,1,0,1,49,2
872,2,1,82072.0,0,67,2018,19,0,0,0,51,1
873,2,0,46231.0,3,87,263,15,0,0,0,68,0
874,3,1,42243.0,2,34,55,7,0,0,0,62,0
875,3,1,51195.0,2,46,564,24,0,0,0,59,1
876,1,0,68092.0,0,7,1281,20,0,0,0,43,1
877,3,1,31814.0,1,73,83,7,1,0,0,48,0
878,1,0,51390.0,2,54,353,18,0,0,0,56,0
879,3,1,76630.0,0,93,1003,25,0,0,0,38,1
880,0,0,26868.0,1,52,14,4,0,0,0,30,0
881,2,0,48948.0,0,53,902,24,2,0,1,78,2
882,2,0,55260.0,1,81,1139,25,0,0,0,49,1
883,3,1,64090.0,1,8,797,20,1,0,1,65,2
884,3,0,78331.0,1,97,1638,25,0,0,0,63,1
885,2,1,37087.0,1,50,401,17,0,0,0,47,0
886,3,0,21846.0,1,38,84,11,0,0,0,35,0
887,3,1,81320.0,0,61,928,18,0,0,0,63,1
888,3,0,54137.0,1,46,203,11,0,0,0,51,0
889,3,1,66825.0,0,73,858,16,0,0,0,54,1
890,3,1,57100.0,0,19,409,13,0,0,0,48,1
891,3,1,58917.0,3,10,282,16,0,0,0,52,0
892,3,0,85072.0,0,94,1423,18,0,0,0,44,1
893,3,0,86429.0,0,10,1449,18,2,0,1,60,2
894,3,0,45684.0,1,37,28,4,0,0,0,50,0
895,3,1,47889.0,1,94,67,6,0,0,0,47,0
896,2,1,45921.0,0,23,199,10,0,0,0,35,0
897,2,0,78420.0,0,75,1453,22,0,0,0,55,1
898,3,1,75114.0,0,40,1253,19,0,0,0,29,1
899,2,0,52278.0,1,24,1198,31,1,0,1,58,2
900,1,1,35641.0,1,11,178,10,1,0,1,49,2
901,3,0,95529.0,0,29,1990,18,2,0,1,27,2
902,3,1,62820.0,0,51,976,14,0,0,0,67,1
903,1,1,73113.0,0,86,1001,15,0,0,0,61,1
904,2,1,84169.0,0,9,1919,20,3,0,1,39,2
905,1,0,42607.0,1,30,350,14,0,0,0,67,0
906,2,0,74637.0,0,73,1650,25,1,0,0,67,1
907,2,1,46015.0,2,25,46,5,2,0,0,66,0
908,3,0,72354.0,0,67,1228,19,0,0,0,28,1
909,1,0,39858.0,1,67,95,7,1,0,1,52,2
910,2,1,34469.0,2,58,62,9,0,0,0,73,0
911,3,1,83033.0,1,82,1761,26,1,0,0,35,1
912,1,1,24401.0,0,98,467,16,0,0,0,42,0
913,3,1,77583.0,0,93,1149,19,1,0,0,43,1
914,1,0,74116.0,0,53,2052,19,1,0,0,39,1
915,3,0,74293.0,0,66,1127,16,0,0,0,28,1
916,2,1,68397.0,1,6,1416,21,0,0,0,45,1
917,2,1,79632.0,0,42,1113,20,0,0,0,47,1
918,3,0,46107.0,1,78,125,7,0,0,0,32,0
919,2,0,64950.0,1,29,966,25,1,0,0,70,1
920,0,1,25443.0,1,82,32,5,0,0,0,32,0
921,3,0,75127.0,0,92,833,19,0,0,0,69,1
922,2,1,32892.0,1,78,46,8,0,0,0,50,0
923,3,1,71796.0,0,54,960,17,0,0,0,50,1
924,2,1,67536.0,1,45,1829,30,1,0,0,51,1
925,3,0,55239.0,1,59,779,26,0,0,0,50,1
926,2,0,60554.0,1,8,811,23,0,0,0,46,1
927,1,0,64831.0,2,51,1120,22,0,0,0,69,1
928,2,1,56067.0,1,51,725,20,0,0,0,59,1
929,3,0,82025.0,0,76,1187,12,2,0,1,38,2
930,3,1,94384.0,0,62,2302,18,4,0,1,68,2
931,0,0,14906.0,0,86,66,9,0,0,0,35,0
932,2,1,51563.0,0,60,1250,19,2,0,0,34,1
933,1,1,57937.0,1,56,683,20,0,0,0,39,1
934,3,0,68274.0,2,83,305,13,0,0,0,42,0
935,3,1,39771.0,1,92,50,6,0,0,0,44,0
936,1,0,67893.0,1,31,995,16,0,0,0,46,1
937,2,1,27922.0,1,80,41,6,0,0,0,42,0
938,2,1,52190.0,2,39,77,9,1,0,0,45,0
939,1,0,44051.0,2,20,171,12,1,0,1,48,2
940,2,0,42767.0,2,53,131,7,0,0,0,50,0
941,1,1,46106.0,2,84,54,5,0,0,0,45,0
942,2,1,16927.0,2,50,53,12,0,0,0,45,0
943,3,1,59754.0,1,96,475,16,1,0,1,56,2
944,3,0,53700.0,1,94,694,22,0,0,0,69,1
945,3,1,59041.0,2,25,96,8,0,0,0,48,0
946,2,0,54237.0,1,48,361,16,0,0,0,64,0
947,3,0,70647.0,1,65,1079,26,0,0,0,54,1
948,2,0,52597.0,1,69,578,20,0,0,0,59,1
